year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,diff_ratio,average_value,average_ratio
1999,6,1,820720900,820720,82,,,,,KG,36180,192029,5.307600884,-192029,-1,-5.307600884,-1
2000,6,1,820720900,820720,82,,,,,KG,22656,293012,12.93308616,-293012,-1,-12.93308616,-1
2001,6,1,820720900,820720,82,,,,,KG,73397,410399,5.591495565,-410399,-1,-5.591495565,-1
2002,6,1,820720900,820720,82,,,,,KG,77848,781796,10.04259583,-781796,-1,-10.04259583,-1
2003,6,1,820720900,820720,82,,,,,KG,208295,1956308,9.392006529,-1956308,-1,-9.392006529,-1
2004,6,1,820720900,820720,82,,,,,KG,148092,1457477,9.841699754,-1457477,-1,-9.841699754,-1
2005,6,1,820720900,820720,82,,,,,KG,208708,1503454,7.203624202,-1503454,-1,-7.203624202,-1
2006,6,1,820720900,820720,82,,,,,KG,284799,1222740,4.293343727,-1222740,-1,-4.293343727,-1
2007,6,1,820720900,820720,82,,,,,KG,142878,1295495,9.067141197,-1295495,-1,-9.067141197,-1
2008,6,1,820720900,820720,82,,,,,KG,88758,1001129,11.27931003,-1001129,-1,-11.27931003,-1
2009,6,1,820720900,820720,82,,,,,KG,87745,840557,9.579542994,-840557,-1,-9.579542994,-1
2010,6,1,820720900,820720,82,,,,,KG,133089,1413953,10.62411619,-1413953,-1,-10.62411619,-1
2011,6,1,820720900,820720,82,,,,,KG,213571,1522216,7.127447078,-1522216,-1,-7.127447078,-1
2012,6,1,820720900,820720,82,,,,,KG,150973,1560205,10.3343313,-1560205,-1,-10.3343313,-1
2013,6,1,820720900,820720,82,,,,,KG,133651,1522160,11.38906555,-1522160,-1,-11.38906555,-1
2014,6,1,820720900,820720,82,,,,,KG,127363,1698266,13.33406091,-1698266,-1,-13.33406091,-1
1994,4,4,820750010,820750,82,KG,84735,145492,1.717023662,,,,,145492,1,1.717023662,1
1995,4,4,820750010,820750,82,KG,101994,148906,1.459948624,,,,,148906,1,1.459948624,1
1996,4,4,820750010,820750,82,KG,107041,178964,1.671920105,,,,,178964,1,1.671920105,1
1997,4,4,820750010,820750,82,KG,95148,197277,2.073369908,,,,,197277,1,2.073369908,1
1998,4,4,820750010,820750,82,KG,77295,173605,2.246005563,,,,,173605,1,2.246005563,1
1999,4,4,820750010,820750,82,KG,98769,189010,1.913657119,,,,,189010,1,1.913657119,1
2000,4,4,820750010,820750,82,KG,106240,197995,1.863657756,,,,,197995,1,1.863657756,1
2001,4,4,820750010,820750,82,KG,194575,307365,1.579673648,,,,,307365,1,1.579673648,1
2002,4,4,820750010,820750,82,KG,193905,282474,1.456764911,,,,,282474,1,1.456764911,1
2003,4,4,820750010,820750,82,KG,231837,273446,1.179475235,,,,,273446,1,1.179475235,1
2004,4,4,820750010,820750,82,KG,221359,237182,1.071481169,,,,,237182,1,1.071481169,1
2005,4,4,820750010,820750,82,KG,305930,324918,1.062066486,,,,,324918,1,1.062066486,1
2006,4,4,820750010,820750,82,KG,255083,330475,1.295558701,,,,,330475,1,1.295558701,1
2007,4,4,820750010,820750,82,KG,178838,338742,1.894127646,,,,,338742,1,1.894127646,1
2008,4,4,820750010,820750,82,KG,168870,396959,2.350678036,,,,,396959,1,2.350678036,1
2009,4,4,820750010,820750,82,KG,90965,241596,2.655922608,,,,,241596,1,2.655922608,1
2010,4,4,820750010,820750,82,KG,148763,313869,2.109859306,,,,,313869,1,2.109859306,1
2011,4,4,820750010,820750,82,KG,132239,270366,2.044525443,,,,,270366,1,2.044525443,1
2012,4,4,820750010,820750,82,KG,200684,409169,2.038872058,,,,,409169,1,2.038872058,1
2013,4,4,820750010,820750,82,KG,240721,653277,2.713834688,,,,,653277,1,2.713834688,1
2014,4,4,820750010,820750,82,KG,211877,676397,3.192404084,,,,,676397,1,3.192404084,1
1994,4,4,820750090,820750,82,KG,14158,98494,6.956773556,,,,,98494,1,6.956773556,1
1995,4,4,820750090,820750,82,KG,19174,203465,10.61150516,,,,,203465,1,10.61150516,1
1996,4,4,820750090,820750,82,KG,69679,466008,6.687926061,,,,,466008,1,6.687926061,1
1997,4,4,820750090,820750,82,KG,91593,564097,6.158734838,,,,,564097,1,6.158734838,1
1998,4,4,820750090,820750,82,KG,85250,763886,8.960539589,,,,,763886,1,8.960539589,1
1999,4,4,820750090,820750,82,KG,76955,431735,5.610226756,,,,,431735,1,5.610226756,1
2000,4,4,820750090,820750,82,KG,177548,571895,3.221072611,,,,,571895,1,3.221072611,1
2001,4,4,820750090,820750,82,KG,242888,715684,2.946559731,,,,,715684,1,2.946559731,1
2002,4,4,820750090,820750,82,KG,238339,895936,3.759082651,,,,,895936,1,3.759082651,1
2003,4,4,820750090,820750,82,KG,318964,1076064,3.373622102,,,,,1076064,1,3.373622102,1
2004,4,4,820750090,820750,82,KG,341158,1637453,4.799691052,,,,,1637453,1,4.799691052,1
2005,4,4,820750090,820750,82,KG,479212,3104284,6.477892874,,,,,3104284,1,6.477892874,1
2006,4,4,820750090,820750,82,KG,601692,3866909,6.426724969,,,,,3866909,1,6.426724969,1
2007,4,4,820750090,820750,82,KG,515731,3825095,7.416841338,,,,,3825095,1,7.416841338,1
2008,4,4,820750090,820750,82,KG,500639,3174762,6.341419666,,,,,3174762,1,6.341419666,1
2009,4,4,820750090,820750,82,KG,562454,1812784,3.22299068,,,,,1812784,1,3.22299068,1
2010,4,4,820750090,820750,82,KG,572059,2026742,3.542889807,,,,,2026742,1,3.542889807,1
2011,4,4,820750090,820750,82,KG,591556,1818753,3.074523798,,,,,1818753,1,3.074523798,1
2012,4,4,820750090,820750,82,KG,574070,1837371,3.200604456,,,,,1837371,1,3.200604456,1
2013,4,4,820750090,820750,82,KG,672941,2166050,3.218781438,,,,,2166050,1,3.218781438,1
2014,4,4,820750090,820750,82,KG,635340,2526386,3.976431517,,,,,2526386,1,3.976431517,1
1994,4,4,820750100,820750,82,,,,,KG,264,17777,67.33712121,-17777,-1,-67.33712121,-1
1995,4,4,820750100,820750,82,,,,,KG,820,44189,53.88902439,-44189,-1,-53.88902439,-1
1996,4,4,820750100,820750,82,,,,,KG,3748,65016,17.34685165,-65016,-1,-17.34685165,-1
1997,4,4,820750100,820750,82,,,,,KG,6825,134629,19.72586081,-134629,-1,-19.72586081,-1
1998,4,4,820750100,820750,82,,,,,KG,11939,150247,12.58455482,-150247,-1,-12.58455482,-1
1999,4,4,820750100,820750,82,,,,,KG,18018,284445,15.78671329,-284445,-1,-15.78671329,-1
2000,4,4,820750100,820750,82,,,,,KG,19381,275807,14.23079304,-275807,-1,-14.23079304,-1
2001,4,4,820750100,820750,82,,,,,KG,18820,316752,16.83060574,-316752,-1,-16.83060574,-1
2002,4,4,820750100,820750,82,,,,,KG,21397,353026,16.49885498,-353026,-1,-16.49885498,-1
2003,4,4,820750100,820750,82,,,,,KG,31418,584270,18.59666433,-584270,-1,-18.59666433,-1
2004,4,4,820750100,820750,82,,,,,KG,26900,624196,23.20431227,-624196,-1,-23.20431227,-1
2005,4,4,820750100,820750,82,,,,,KG,27511,666696,24.23379739,-666696,-1,-24.23379739,-1
2006,4,4,820750100,820750,82,,,,,KG,40988,959830,23.41734166,-959830,-1,-23.41734166,-1
2007,4,4,820750100,820750,82,,,,,KG,69100,1476198,21.36321274,-1476198,-1,-21.36321274,-1
2008,4,4,820750100,820750,82,,,,,KG,89433,1576997,17.63327854,-1576997,-1,-17.63327854,-1
2009,4,4,820750100,820750,82,,,,,KG,65104,1031410,15.84249816,-1031410,-1,-15.84249816,-1
2010,4,4,820750100,820750,82,,,,,KG,78545,1163466,14.81273156,-1163466,-1,-14.81273156,-1
2011,4,4,820750100,820750,82,,,,,KG,148688,1580784,10.63155063,-1580784,-1,-10.63155063,-1
2012,4,4,820750100,820750,82,,,,,KG,82989,1389469,16.74280929,-1389469,-1,-16.74280929,-1
2013,4,4,820750100,820750,82,,,,,KG,113612,1257748,11.07055593,-1257748,-1,-11.07055593,-1
2014,4,4,820750100,820750,82,,,,,KG,99496,1623030,16.31251508,-1623030,-1,-16.31251508,-1
1994,4,4,820750200,820750,82,,,,,KG,3291,60674,18.43634154,-60674,-1,-18.43634154,-1
1995,4,4,820750200,820750,82,,,,,KG,4761,50626,10.63348036,-50626,-1,-10.63348036,-1
1996,4,4,820750200,820750,82,,,,,KG,5392,63727,11.81880564,-63727,-1,-11.81880564,-1
1997,4,4,820750200,820750,82,,,,,KG,7779,125809,16.1729014,-125809,-1,-16.1729014,-1
1998,4,4,820750200,820750,82,,,,,KG,3184,69600,21.85929648,-69600,-1,-21.85929648,-1
1999,4,4,820750200,820750,82,,,,,KG,8674,114213,13.16728153,-114213,-1,-13.16728153,-1
2000,4,4,820750200,820750,82,,,,,KG,4383,84061,19.17887292,-84061,-1,-19.17887292,-1
2001,4,4,820750200,820750,82,,,,,KG,8884,272446,30.66704187,-272446,-1,-30.66704187,-1
2002,4,4,820750200,820750,82,,,,,KG,3251,89552,27.54598585,-89552,-1,-27.54598585,-1
2003,4,4,820750200,820750,82,,,,,KG,6152,120181,19.53527308,-120181,-1,-19.53527308,-1
2004,4,4,820750200,820750,82,,,,,KG,9743,220240,22.60494714,-220240,-1,-22.60494714,-1
2005,4,4,820750200,820750,82,,,,,KG,11716,180856,15.4366678,-180856,-1,-15.4366678,-1
2006,4,4,820750200,820750,82,,,,,KG,16198,304084,18.77293493,-304084,-1,-18.77293493,-1
2007,4,4,820750200,820750,82,,,,,KG,22749,509135,22.3805442,-509135,-1,-22.3805442,-1
2008,4,4,820750200,820750,82,,,,,KG,22152,458954,20.71840014,-458954,-1,-20.71840014,-1
2009,4,4,820750200,820750,82,,,,,KG,11805,139332,11.80279543,-139332,-1,-11.80279543,-1
2010,4,4,820750200,820750,82,,,,,KG,19104,311904,16.32663317,-311904,-1,-16.32663317,-1
2011,4,4,820750200,820750,82,,,,,KG,22253,367671,16.5223116,-367671,-1,-16.5223116,-1
2012,4,4,820750200,820750,82,,,,,KG,26437,442001,16.71903015,-442001,-1,-16.71903015,-1
2013,4,4,820750200,820750,82,,,,,KG,20395,475403,23.30978181,-475403,-1,-23.30978181,-1
2014,4,4,820750200,820750,82,,,,,KG,24031,660440,27.48283467,-660440,-1,-27.48283467,-1
1994,4,4,820750900,820750,82,,,,,KG,7723,57642,7.463679917,-57642,-1,-7.463679917,-1
1995,4,4,820750900,820750,82,,,,,KG,4775,72342,15.15015707,-72342,-1,-15.15015707,-1
1996,4,4,820750900,820750,82,,,,,KG,27174,198315,7.297968647,-198315,-1,-7.297968647,-1
1997,4,4,820750900,820750,82,,,,,KG,17898,188485,10.53106492,-188485,-1,-10.53106492,-1
1998,4,4,820750900,820750,82,,,,,KG,11281,180672,16.01560145,-180672,-1,-16.01560145,-1
1999,4,4,820750900,820750,82,,,,,KG,13127,196641,14.97988878,-196641,-1,-14.97988878,-1
2000,4,4,820750900,820750,82,,,,,KG,11057,239178,21.63136475,-239178,-1,-21.63136475,-1
2001,4,4,820750900,820750,82,,,,,KG,13188,237012,17.97179254,-237012,-1,-17.97179254,-1
2002,4,4,820750900,820750,82,,,,,KG,18644,252241,13.5293392,-252241,-1,-13.5293392,-1
2003,4,4,820750900,820750,82,,,,,KG,21678,419061,19.33116524,-419061,-1,-19.33116524,-1
2004,4,4,820750900,820750,82,,,,,KG,31015,652755,21.04642915,-652755,-1,-21.04642915,-1
2005,4,4,820750900,820750,82,,,,,KG,48359,901050,18.63251928,-901050,-1,-18.63251928,-1
2006,4,4,820750900,820750,82,,,,,KG,53429,1087663,20.35716558,-1087663,-1,-20.35716558,-1
2007,4,4,820750900,820750,82,,,,,KG,62845,1070873,17.03990771,-1070873,-1,-17.03990771,-1
2008,4,4,820750900,820750,82,,,,,KG,57884,1116430,19.28736784,-1116430,-1,-19.28736784,-1
2009,4,4,820750900,820750,82,,,,,KG,29416,657984,22.36823497,-657984,-1,-22.36823497,-1
2010,4,4,820750900,820750,82,,,,,KG,40204,998507,24.83601134,-998507,-1,-24.83601134,-1
2011,4,4,820750900,820750,82,,,,,KG,44574,1054750,23.66289765,-1054750,-1,-23.66289765,-1
2012,4,4,820750900,820750,82,,,,,KG,30650,901978,29.42831974,-901978,-1,-29.42831974,-1
2013,4,4,820750900,820750,82,,,,,KG,31597,950749,30.0898503,-950749,-1,-30.0898503,-1
2014,4,4,820750900,820750,82,,,,,KG,39714,1244396,31.33393765,-1244396,-1,-31.33393765,-1
1994,4,3,830140000,830140,83,KG,184649,107916,0.584438583,KG,16678,55027,3.299376424,52889,0.324585898,-2.714937841,-0.699038918
1995,4,3,830140000,830140,83,KG,288511,212115,0.735205937,KG,37850,108318,2.861770145,103797,0.323927311,-2.126564209,-0.591208882
1996,4,3,830140000,830140,83,KG,453733,445818,0.98255582,KG,18899,87782,4.644796021,358036,0.670982009,-3.662240201,-0.650792825
1997,4,3,830140000,830140,83,KG,704075,476688,0.677041508,KG,26015,126632,4.867653277,350056,0.580216137,-4.190611769,-0.755787637
1998,4,3,830140000,830140,83,KG,724739,546750,0.754409518,KG,41256,143667,3.482329843,403083,0.583825427,-2.727920324,-0.643872585
1999,4,3,830140000,830140,83,KG,1496215,919253,0.614385633,KG,89221,200319,2.245200121,718934,0.64215075,-1.630814488,-0.570297459
2000,4,3,830140000,830140,83,KG,2279436,1422514,0.624064023,KG,93405,203933,2.183319951,1218581,0.749228841,-1.559255928,-0.55541242
2001,4,3,830140000,830140,83,KG,2992792,1871805,0.625437718,KG,129359,239758,1.853431149,1632047,0.772909451,-1.227993431,-0.495384587
2002,4,3,830140000,830140,83,KG,3622871,2363055,0.652260321,KG,88142,190559,2.161954573,2172496,0.850753481,-1.509694253,-0.536453082
2003,4,3,830140000,830140,83,KG,4358732,2787628,0.639550218,KG,118853,263387,2.216073637,2524241,0.827344671,-1.576523419,-0.552076709
2004,4,3,830140000,830140,83,KG,4615813,3022088,0.654724964,KG,123024,251553,2.044747366,2770535,0.846316074,-1.390022402,-0.514923745
2005,4,3,830140000,830140,83,KG,4429147,3488393,0.787599283,KG,151781,260177,1.714160534,3228216,0.861185999,-0.926561251,-0.370363792
2006,4,3,830140000,830140,83,KG,4194108,3524914,0.840444261,KG,168327,326481,1.939564063,3198433,0.830460911,-1.099119801,-0.395365651
2007,4,3,830140000,830140,83,KG,4365779,4199473,0.961906913,KG,154832,393660,2.542497675,3805813,0.828587589,-1.580590762,-0.451029761
2008,4,3,830140000,830140,83,KG,4231333,3818490,0.902431929,KG,237524,575302,2.422079453,3243188,0.738129616,-1.519647524,-0.457104022
2009,4,3,830140000,830140,83,KG,3465489,2658860,0.767239486,KG,116238,289364,2.489409659,2369496,0.803702839,-1.722170173,-0.528816614
2010,4,3,830140000,830140,83,KG,3732429,2862272,0.76686576,KG,200001,696371,3.481837591,2165901,0.608631155,-2.714971831,-0.63901186
2011,4,3,830140000,830140,83,KG,4226404,3282905,0.776760811,KG,225732,629369,2.788124856,2653536,0.678259243,-2.011364045,-0.564215583
2012,4,3,830140000,830140,83,KG,3846918,3357021,0.872652081,KG,132942,456758,3.435768982,2900263,0.760469602,-2.5631169,-0.594908637
2013,4,3,830140000,830140,83,KG,3404278,3546526,1.041785072,KG,105214,370791,3.524160283,3175735,0.810691348,-2.482375211,-0.543671686
2014,4,3,830140000,830140,83,KG,3442999,3983527,1.156993365,KG,95774,383462,4.003821496,3600065,0.824381513,-2.846828131,-0.551623766
1994,4,4,830300000,830300,83,KG,940,570,0.606382979,KG,258843,204679,0.790745742,-204109,-0.994445771,-0.184362763,-0.131958323
1995,4,4,830300000,830300,83,KG,18648,3076,0.164950665,KG,270672,200508,0.740778507,-197432,-0.969781515,-0.575827842,-0.635761616
1996,4,4,830300000,830300,83,KG,10500,9734,0.927047619,KG,202221,169008,0.835758897,-159274,-0.891083237,0.091288722,0.051786013
1997,4,4,830300000,830300,83,KG,53005,43306,0.817017263,KG,110429,169480,1.53474178,-126174,-0.592961943,-0.717724517,-0.305186248
1998,4,4,830300000,830300,83,KG,44671,24601,0.550715229,KG,89503,47712,0.533077104,-23111,-0.319596753,0.017638126,0.016274451
1999,4,4,830300000,830300,83,KG,313684,242220,0.772178371,KG,36860,37861,1.02715681,204359,0.729642496,-0.254978439,-0.141707027
2000,4,4,830300000,830300,83,KG,225379,192976,0.856228841,KG,127167,136700,1.074964417,56276,0.170700931,-0.218735576,-0.113264467
2001,4,4,830300000,830300,83,KG,376036,239349,0.636505547,KG,70497,66892,0.948863072,172457,0.563141447,-0.312357525,-0.197025172
2002,4,4,830300000,830300,83,KG,468711,272925,0.582288446,KG,93731,70516,0.752323137,202409,0.589355959,-0.170034691,-0.127403878
2003,4,4,830300000,830300,83,KG,575420,334250,0.580880053,KG,314624,173546,0.551598098,160704,0.316473544,0.029281955,0.02585653
2004,4,4,830300000,830300,83,KG,773262,366259,0.473654466,KG,127380,90190,0.708038939,276069,0.604818939,-0.234384472,-0.198346264
2005,4,4,830300000,830300,83,KG,775804,413373,0.532831746,KG,157262,82966,0.527565464,330407,0.665688169,0.005266282,0.00496633
2006,4,4,830300000,830300,83,KG,1082887,497875,0.459766347,KG,154969,116989,0.754918726,380886,0.619463816,-0.295152379,-0.242986751
2007,4,4,830300000,830300,83,KG,1206355,569444,0.472036838,KG,258982,201192,0.776857079,368252,0.477854655,-0.304820241,-0.244072164
2008,4,4,830300000,830300,83,KG,1130875,524442,0.463748867,KG,362175,358807,0.990700628,165635,0.187529224,-0.526951761,-0.362303238
2009,4,4,830300000,830300,83,KG,1207072,598313,0.495673,KG,212806,252395,1.186033289,345918,0.406623659,-0.690360288,-0.410511807
2010,4,4,830300000,830300,83,KG,1069032,513004,0.479877122,KG,271041,298152,1.100025457,214852,0.264871369,-0.620148335,-0.392523148
2011,4,4,830300000,830300,83,KG,1154213,465451,0.403262656,KG,221891,252764,1.139135882,212687,0.296132774,-0.735873226,-0.477096683
2012,4,4,830300000,830300,83,KG,1108516,423106,0.381686868,KG,361207,411994,1.140603587,11112,0.013306191,-0.75891672,-0.498536082
2013,4,4,830300000,830300,83,KG,1073417,503761,0.469305964,KG,246532,344882,1.398934013,158879,0.187215354,-0.929628049,-0.49759563
2014,4,4,830300000,830300,83,KG,915274,519752,0.567864924,KG,203415,216439,1.064026743,303313,0.412003135,-0.49616182,-0.304040905
1994,6,1,830710000,830710,83,KG,482468,338735,0.702088014,KG,149433,176992,1.184423789,161743,0.313621354,-0.482335774,-0.255675991
1995,6,1,830710000,830710,83,KG,789160,498374,0.631524659,KG,100371,237188,2.363112851,261186,0.355083596,-1.731588192,-0.578229648
1996,6,1,830710000,830710,83,KG,1341745,779136,0.580688581,KG,199244,458908,2.303246271,320228,0.258656397,-1.72255769,-0.597294245
1997,6,1,830710000,830710,83,KG,1944850,1059880,0.544967478,KG,112412,184520,1.641461766,875360,0.703439409,-1.096494287,-0.50150001
1998,6,1,830710000,830710,83,KG,2060791,1073149,0.52074616,KG,80637,210874,2.615102248,862275,0.671541709,-2.094356088,-0.667875425
1999,6,1,830710000,830710,83,KG,2233163,1038146,0.464876948,KG,58119,70863,1.219274248,967283,0.872204824,-0.7543973,-0.447939176
2000,6,1,830710000,830710,83,KG,2584730,1026939,0.39730997,KG,76089,77555,1.019266911,949384,0.859564651,-0.621956941,-0.439056255
2001,6,1,830710000,830710,83,KG,2328369,1162911,0.499453051,KG,107313,134366,1.252094341,1028545,0.792849176,-0.75264129,-0.429700786
2002,6,1,830710000,830710,83,KG,2523737,1381997,0.547599453,KG,141087,211910,1.501981047,1170087,0.734099919,-0.954381594,-0.465647285
2003,6,1,830710000,830710,83,KG,3184149,1872316,0.588011428,KG,295724,362837,1.226944719,1509479,0.675335872,-0.638933291,-0.352037867
2004,6,1,830710000,830710,83,KG,3902771,2188272,0.560697002,KG,363442,463621,1.275639579,1724651,0.650347129,-0.714942577,-0.389330902
2005,6,1,830710000,830710,83,KG,3851594,2189893,0.568567975,KG,377369,507491,1.344813697,1682402,0.623716164,-0.776245722,-0.40569309
2006,6,1,830710000,830710,83,KG,3551749,2527288,0.711561543,KG,352365,406229,1.152864218,2121059,0.723043023,-0.441302674,-0.236696297
2007,6,1,830710000,830710,83,KG,3355226,2945461,0.877872608,KG,383607,494623,1.28940035,2450838,0.71243551,-0.411527742,-0.189882746
2008,6,1,830710000,830710,83,KG,3219112,2948038,0.915792305,KG,432541,560385,1.295565045,2387653,0.680548782,-0.379772739,-0.17173739
2009,6,1,830710000,830710,83,KG,2921181,2113702,0.723577895,KG,438792,591409,1.347811719,1522293,0.562746963,-0.624233824,-0.301359927
2010,6,1,830710000,830710,83,KG,3064349,2190876,0.714956423,KG,672635,936632,1.392481807,1254244,0.401036224,-0.677525384,-0.321492404
2011,6,1,830710000,830710,83,KG,3118184,2032761,0.651905404,KG,666306,878948,1.319135652,1153813,0.396266591,-0.667230248,-0.338516667
2012,6,1,830710000,830710,83,KG,3290099,2137796,0.649766466,KG,588890,966133,1.640600112,1171663,0.377477384,-0.990833646,-0.432609197
2013,6,1,830710000,830710,83,KG,3042455,2454839,0.806861235,KG,530845,892883,1.682003221,1561956,0.466572792,-0.875141986,-0.351623
2014,6,1,830710000,830710,83,KG,3234376,2881282,0.890830874,KG,463208,904106,1.951835892,1977176,0.522317924,-1.061005018,-0.37324284
1994,6,1,830790000,830790,83,KG,3195,3371,1.055086072,KG,8219,5675,0.690473294,-2304,-0.254698209,0.364612778,0.208880194
1995,6,1,830790000,830790,83,KG,2535,3887,1.533333333,KG,2492,7651,3.070224719,-3764,-0.326226382,-1.536891386,-0.333848595
1996,6,1,830790000,830790,83,KG,6835,1821,0.266422824,KG,4904,25461,5.191884176,-23640,-0.866505388,-4.925461352,-0.902378952
1997,6,1,830790000,830790,83,,,,,KG,3247,7471,2.300893132,-7471,-1,-2.300893132,-1
1998,6,1,830790000,830790,83,KG,49,222,4.530612245,KG,823,2897,3.520048603,-2675,-0.857646682,1.010563642,0.125525551
1999,6,1,830790000,830790,83,,,,,KG,1822,6272,3.442371021,-6272,-1,-3.442371021,-1
2000,6,1,830790000,830790,83,KG,9017,3350,0.371520461,KG,1095,6043,5.518721461,-2693,-0.286702864,-5.147201,-0.873852223
2001,6,1,830790000,830790,83,KG,41076,42240,1.028337715,KG,1423,6574,4.619817287,35666,0.730651043,-3.591479572,-0.635867743
2002,6,1,830790000,830790,83,KG,43123,39181,0.908587065,KG,9593,21633,2.255081831,17548,0.288551978,-1.346494766,-0.425611785
2003,6,1,830790000,830790,83,KG,42932,39222,0.913584273,KG,28070,76252,2.716494478,-37030,-0.320678248,-1.802910205,-0.496658703
2004,6,1,830790000,830790,83,KG,106490,61346,0.576072871,KG,55794,150283,2.693533355,-88937,-0.420249588,-2.117460484,-0.647619419
2005,6,1,830790000,830790,83,KG,82068,52982,0.645586587,KG,68153,180831,2.653309465,-127849,-0.546800221,-2.007722879,-0.608604469
2006,6,1,830790000,830790,83,KG,132058,106779,0.808576535,KG,62070,188048,3.029611729,-81269,-0.275649788,-2.221035194,-0.578667601
2007,6,1,830790000,830790,83,KG,69272,76758,1.108066751,KG,69604,195344,2.806505373,-118586,-0.435814511,-1.698438622,-0.43387593
2008,6,1,830790000,830790,83,KG,112065,109194,0.97438094,KG,75879,179918,2.371117173,-70724,-0.24462492,-1.396736234,-0.417497242
