year,tech,type,HS,HS6,HS2,export_unit,export_num,export_value,export_average,import_unit,import_num,import_value,import_average,diff_value,diff_ratio,average_value,average_ratio
2000,4,4,902620090,902620,90,KG,73979,99007,1.338312224,,,,,99007,1,1.338312224,1
2001,4,4,902620090,902620,90,KG,56487,78477,1.389293112,,,,,78477,1,1.389293112,1
2002,4,4,902620090,902620,90,KG,48898,73737,1.507975786,,,,,73737,1,1.507975786,1
2003,4,4,902620090,902620,90,KG,63483,98381,1.549721973,,,,,98381,1,1.549721973,1
2003,4,4,902620090,902620,90,KG,85849,162073,1.887884541,,,,,162073,1,1.887884541,1
2004,4,4,902620090,902620,90,KG,76832,111173,1.446962203,,,,,111173,1,1.446962203,1
2005,4,4,902620090,902620,90,KG,86038,130920,1.521653223,,,,,130920,1,1.521653223,1
2006,4,4,902620090,902620,90,KG,85849,162073,1.887884541,,,,,162073,1,1.887884541,1
2007,4,4,902620090,902620,90,KG,87919,176394,2.006324003,,,,,176394,1,2.006324003,1
2008,4,4,902620090,902620,90,KG,101591,199003,1.958864466,,,,,199003,1,1.958864466,1
2009,4,4,902620090,902620,90,KG,67344,134839,2.002242219,,,,,134839,1,2.002242219,1
2010,4,4,902620090,902620,90,KG,84048,185272,2.204359414,,,,,185272,1,2.204359414,1
2011,4,4,902620090,902620,90,KG,71269,149122,2.092382382,,,,,149122,1,2.092382382,1
2012,4,4,902620090,902620,90,KG,89569,192763,2.152117362,,,,,192763,1,2.152117362,1
2013,4,4,902620090,902620,90,KG,90809,207871,2.289101301,,,,,207871,1,2.289101301,1
2014,4,4,902620090,902620,90,KG,116514,313810,2.693324407,,,,,313810,1,2.693324407,1
1994,4,4,902620110,902620,90,,,,,KG,31910,295483,9.259887183,-295483,-1,-9.259887183,-1
1995,4,4,902620110,902620,90,,,,,KG,24639,265455,10.77377329,-265455,-1,-10.77377329,-1
1996,4,4,902620110,902620,90,,,,,KG,19799,257649,13.01323299,-257649,-1,-13.01323299,-1
1997,4,4,902620110,902620,90,,,,,KG,20613,234208,11.3621501,-234208,-1,-11.3621501,-1
1998,4,4,902620110,902620,90,,,,,KG,11188,144214,12.89006078,-144214,-1,-12.89006078,-1
1999,4,4,902620110,902620,90,,,,,KG,9084,110807,12.19804051,-110807,-1,-12.19804051,-1
2000,4,4,902620110,902620,90,,,,,KG,13486,193083,14.31729201,-193083,-1,-14.31729201,-1
2001,4,4,902620110,902620,90,,,,,KG,23674,255409,10.78858664,-255409,-1,-10.78858664,-1
2002,4,4,902620110,902620,90,,,,,KG,25200,325389,12.9122619,-325389,-1,-12.9122619,-1
2003,4,4,902620110,902620,90,,,,,KG,50588,548903,10.85045861,-548903,-1,-10.85045861,-1
2004,4,4,902620110,902620,90,,,,,KG,89179,809178,9.073638413,-809178,-1,-9.073638413,-1
2005,4,4,902620110,902620,90,,,,,KG,60914,730690,11.99543619,-730690,-1,-11.99543619,-1
2006,4,4,902620110,902620,90,,,,,KG,147991,1571173,10.61667939,-1571173,-1,-10.61667939,-1
2007,4,4,902620110,902620,90,,,,,KG,240467,2583643,10.7442726,-2583643,-1,-10.7442726,-1
2008,4,4,902620110,902620,90,,,,,KG,279982,2367331,8.455297126,-2367331,-1,-8.455297126,-1
2009,4,4,902620110,902620,90,,,,,KG,285550,2017443,7.06511294,-2017443,-1,-7.06511294,-1
2010,4,4,902620110,902620,90,,,,,KG,339306,2745282,8.090873725,-2745282,-1,-8.090873725,-1
2011,4,4,902620110,902620,90,,,,,KG,306599,2629791,8.577298034,-2629791,-1,-8.577298034,-1
2012,4,4,902620110,902620,90,,,,,KG,291361,2531860,8.689769736,-2531860,-1,-8.689769736,-1
2013,4,4,902620110,902620,90,,,,,KG,254385,2648085,10.40975293,-2648085,-1,-10.40975293,-1
2014,4,4,902620110,902620,90,,,,,KG,221355,2851009,12.87980393,-2851009,-1,-12.87980393,-1
1994,4,4,902620190,902620,90,,,,,KG,8813,109658,12.44275502,-109658,-1,-12.44275502,-1
1995,4,4,902620190,902620,90,,,,,KG,15228,192347,12.63114001,-192347,-1,-12.63114001,-1
1996,4,4,902620190,902620,90,,,,,KG,21902,284872,13.00666606,-284872,-1,-13.00666606,-1
1997,4,4,902620190,902620,90,,,,,KG,12450,115430,9.271485944,-115430,-1,-9.271485944,-1
1998,4,4,902620190,902620,90,,,,,KG,6349,65772,10.35942668,-65772,-1,-10.35942668,-1
1999,4,4,902620190,902620,90,,,,,KG,9187,150467,16.37825188,-150467,-1,-16.37825188,-1
2000,4,4,902620190,902620,90,,,,,KG,9298,170404,18.32695203,-170404,-1,-18.32695203,-1
2001,4,4,902620190,902620,90,,,,,KG,13279,131999,9.940432261,-131999,-1,-9.940432261,-1
2002,4,4,902620190,902620,90,,,,,KG,19989,191890,9.599779879,-191890,-1,-9.599779879,-1
2003,4,4,902620190,902620,90,,,,,KG,23486,208224,8.865877544,-208224,-1,-8.865877544,-1
2004,4,4,902620190,902620,90,,,,,KG,75428,433311,5.74469693,-433311,-1,-5.74469693,-1
2005,4,4,902620190,902620,90,,,,,KG,82317,447709,5.438840094,-447709,-1,-5.438840094,-1
2006,4,4,902620190,902620,90,,,,,KG,199648,908926,4.552642651,-908926,-1,-4.552642651,-1
2007,4,4,902620190,902620,90,,,,,KG,69637,706865,10.15071011,-706865,-1,-10.15071011,-1
2008,4,4,902620190,902620,90,,,,,KG,43109,652678,15.14017954,-652678,-1,-15.14017954,-1
2009,4,4,902620190,902620,90,,,,,KG,33180,445137,13.41582278,-445137,-1,-13.41582278,-1
2010,4,4,902620190,902620,90,,,,,KG,66265,703543,10.61711311,-703543,-1,-10.61711311,-1
2011,4,4,902620190,902620,90,,,,,KG,53403,678814,12.71115855,-678814,-1,-12.71115855,-1
2012,4,4,902620190,902620,90,,,,,KG,42055,675704,16.06715016,-675704,-1,-16.06715016,-1
2013,4,4,902620190,902620,90,,,,,KG,38362,565636,14.74469527,-565636,-1,-14.74469527,-1
2014,4,4,902620190,902620,90,,,,,KG,49744,749810,15.07337568,-749810,-1,-15.07337568,-1
1994,4,4,902620900,902620,90,,,,,KG,6387,83183,13.02379834,-83183,-1,-13.02379834,-1
1995,4,4,902620900,902620,90,,,,,KG,11772,142967,12.14466531,-142967,-1,-12.14466531,-1
1996,4,4,902620900,902620,90,,,,,KG,10052,106729,10.61768802,-106729,-1,-10.61768802,-1
1997,4,4,902620900,902620,90,,,,,KG,10413,107716,10.34437722,-107716,-1,-10.34437722,-1
1998,4,4,902620900,902620,90,,,,,KG,9548,98448,10.31085044,-98448,-1,-10.31085044,-1
1999,4,4,902620900,902620,90,,,,,KG,9289,73815,7.946495855,-73815,-1,-7.946495855,-1
2000,4,4,902620900,902620,90,,,,,KG,12717,127558,10.03051034,-127558,-1,-10.03051034,-1
2001,4,4,902620900,902620,90,,,,,KG,22890,187684,8.199388379,-187684,-1,-8.199388379,-1
2002,4,4,902620900,902620,90,,,,,KG,16911,133083,7.869611495,-133083,-1,-7.869611495,-1
2003,4,4,902620900,902620,90,,,,,KG,38477,317371,8.248330171,-317371,-1,-8.248330171,-1
2004,4,4,902620900,902620,90,,,,,KG,78257,511682,6.538482181,-511682,-1,-6.538482181,-1
2005,4,4,902620900,902620,90,,,,,KG,96362,661995,6.869876092,-661995,-1,-6.869876092,-1
2006,4,4,902620900,902620,90,,,,,KG,83897,738792,8.805940618,-738792,-1,-8.805940618,-1
2007,4,4,902620900,902620,90,,,,,KG,83882,731167,8.716613815,-731167,-1,-8.716613815,-1
2008,4,4,902620900,902620,90,,,,,KG,108355,987536,9.113894144,-987536,-1,-9.113894144,-1
2009,4,4,902620900,902620,90,,,,,KG,54951,496491,9.035158596,-496491,-1,-9.035158596,-1
2010,4,4,902620900,902620,90,,,,,KG,134022,1098452,8.196057364,-1098452,-1,-8.196057364,-1
2011,4,4,902620900,902620,90,,,,,KG,157977,1355466,8.580147743,-1355466,-1,-8.580147743,-1
2012,4,4,902620900,902620,90,,,,,KG,157827,1393642,8.830187484,-1393642,-1,-8.830187484,-1
2013,4,4,902620900,902620,90,,,,,KG,127880,1190676,9.310885205,-1190676,-1,-9.310885205,-1
2014,4,4,902620900,902620,90,,,,,KG,152283,1422495,9.341128031,-1422495,-1,-9.341128031,-1
1994,4,2,902690000,902690,90,KG,19370,45570,2.352607124,KG,69459,1038447,14.95050317,-992877,-0.915923828,-12.59789605,-0.728071187
1995,4,2,902690000,902690,90,KG,55243,183024,3.313071339,KG,159225,1512832,9.501221542,-1329808,-0.784151485,-6.188150202,-0.482910002
1996,4,2,902690000,902690,90,KG,207661,618495,2.978387853,KG,94209,979406,10.39609804,-360911,-0.225865683,-7.417710184,-0.554616472
1997,4,2,902690000,902690,90,KG,232229,289770,1.247776979,KG,85882,971997,11.3178198,-682227,-0.540691744,-10.07004282,-0.801397896
1998,4,2,902690000,902690,90,KG,154660,664512,4.296598991,KG,100763,1074465,10.6632891,-409953,-0.235743773,-6.366690113,-0.425584073
1999,4,2,902690000,902690,90,KG,132387,398588,3.010779004,KG,153892,1294433,8.41130793,-895845,-0.529139922,-5.400528926,-0.472814553
2000,4,2,902690000,902690,90,KG,178174,454641,2.551668594,KG,104730,1067891,10.19661033,-613250,-0.402782996,-7.644941738,-0.599684223
2001,4,2,902690000,902690,90,KG,221339,404202,1.826167101,KG,123915,1838621,14.83775975,-1434419,-0.639559609,-13.01159265,-0.780823918
2002,4,2,902690000,902690,90,KG,356820,1124953,3.152718457,KG,190918,2378920,12.46042804,-1253967,-0.357880266,-9.30770958,-0.596145664
2003,4,2,902690000,902690,90,KG,421313,1261453,2.994099399,KG,314300,4175334,13.28454979,-2913881,-0.535956439,-10.29045039,-0.632143999
2003,4,2,902690000,902690,90,KG,1055427,2958835,2.803448273,,,,,2958835,1,2.803448273,1
2004,4,2,902690000,902690,90,KG,606455,1556976,2.567339704,KG,905618,7309575,8.071366735,-5752599,-0.648797825,-5.504027032,-0.517358672
2005,4,2,902690000,902690,90,KG,990091,2178104,2.199902837,KG,790812,6474944,8.187715917,-4296840,-0.496569532,-5.98781308,-0.576437509
2006,4,2,902690000,902690,90,KG,1055427,2958835,2.803448273,KG,748442,6299882,8.417328263,-3341047,-0.360854209,-5.613879991,-0.500311184
2007,4,2,902690000,902690,90,KG,1590116,5136342,3.230168114,KG,947512,8219273,8.674584596,-3082931,-0.230834072,-5.444416483,-0.457331338
2008,4,2,902690000,902690,90,KG,1556155,4263357,2.739673747,KG,648459,6839974,10.5480439,-2576617,-0.232058019,-7.808370154,-0.587638175
2009,4,2,902690000,902690,90,KG,1315434,2983203,2.267846962,KG,552958,6288022,11.37160869,-3304819,-0.356459799,-9.103761732,-0.667457849
2010,4,2,902690000,902690,90,KG,1363945,4416196,3.237810909,KG,796217,9575854,12.0266887,-5159658,-0.368756401,-8.788877795,-0.575772414
2011,4,2,902690000,902690,90,KG,1649779,4460655,2.703789417,KG,980449,10789698,11.0048539,-6329043,-0.415009607,-8.301064482,-0.605535084
2012,4,2,902690000,902690,90,KG,1603450,4522245,2.820321806,KG,621746,8864522,14.25746527,-4342277,-0.324370851,-11.43714346,-0.669708752
2013,4,2,902690000,902690,90,KG,1586472,5200455,3.277999864,KG,548724,10158706,18.51332546,-4958251,-0.322820433,-15.2353256,-0.699146352
2014,4,2,902690000,902690,90,KG,1646125,6286747,3.81911884,KG,489958,10560759,21.55441691,-4274012,-0.253688113,-17.73529807,-0.698968336
1994,8,4,902710000,902710,90,KG,562,11421,20.32206406,KG,48298,1024392,21.20982235,-1012971,-0.977947757,-0.887758296,-0.021375342
1995,8,4,902710000,902710,90,KG,846,19758,23.35460993,KG,56782,697613,12.28581241,-677855,-0.944915532,11.06879752,0.310568641
1996,8,4,902710000,902710,90,KG,20,567,28.35,KG,32428,560091,17.27183298,-559524,-0.997977377,11.07816702,0.242825996
1997,8,4,902710000,902710,90,KG,320,1257,3.928125,KG,25555,503699,19.71038936,-502442,-0.995021348,-15.78226436,-0.667650433
1998,8,4,902710000,902710,90,KG,38,1268,33.36842105,KG,18928,446118,23.56920964,-444850,-0.994331517,9.799211416,0.172104306
1999,8,4,902710000,902710,90,KG,162,1076,6.641975309,KG,22452,390479,17.39172457,-389403,-0.994503965,-10.74974926,-0.447278168
2000,8,4,902710000,902710,90,KG,173,2778,16.05780347,KG,36260,500477,13.8024545,-497699,-0.988959871,2.255348973,0.075530124
2001,8,4,902710000,902710,90,KG,26,501,19.26923077,KG,27376,410338,14.98896844,-409837,-0.997561088,4.28026233,0.124941253
2002,8,4,902710000,902710,90,KG,38,705,18.55263158,KG,32725,617745,18.87685256,-617040,-0.997720107,-0.32422098,-0.008662181
2003,8,4,902710000,902710,90,KG,6658,50904,7.645539201,KG,70603,1190360,16.8599068,-1139456,-0.917980381,-9.214367602,-0.376013054
2003,8,4,902710000,902710,90,KG,483,13993,28.97101449,,,,,13993,1,28.97101449,1
2004,8,4,902710000,902710,90,KG,839,12479,14.87365912,KG,167459,2721156,16.249685,-2708677,-0.990870032,-1.37602588,-0.044212019
2005,8,4,902710000,902710,90,KG,156,9372,60.07692308,KG,107169,2369077,22.10599147,-2359705,-0.992119234,37.97093161,0.462029508
2006,8,4,902710000,902710,90,KG,483,13993,28.97101449,KG,154641,2938232,19.00034273,-2924239,-0.99052037,9.970671763,0.207846355
2007,8,4,902710000,902710,90,KG,964,81812,84.86721992,KG,172411,3360771,19.49278758,-3278959,-0.952470572,65.37443233,0.626431848
2008,8,4,902710000,902710,90,KG,2573,83057,32.28021764,KG,168775,3469688,20.55806843,-3386631,-0.953243478,11.72214921,0.221849535
2009,8,4,902710000,902710,90,KG,14999,152123,10.14220948,KG,127508,2597305,20.36974151,-2445182,-0.889342074,-10.22753203,-0.335197577
2010,8,4,902710000,902710,90,KG,17095,244944,14.32840012,KG,233644,3179387,13.60782644,-2934443,-0.856939063,0.72057368,0.025793522
2011,8,4,902710000,902710,90,KG,6234,445219,71.41786975,KG,133757,2770114,20.71004882,-2324895,-0.723065076,50.70782093,0.550406671
2012,8,4,902710000,902710,90,KG,6139,272938,44.45968399,KG,195872,3977580,20.30703725,-3704642,-0.871574241,24.15264674,0.372917546
2013,8,4,902710000,902710,90,KG,11838,375974,31.75992566,KG,139180,3845414,27.62907027,-3469440,-0.821871858,4.130855394,0.069555906
2014,8,4,902710000,902710,90,KG,16054,474770,29.57331506,KG,157264,4015003,25.53033752,-3540233,-0.788510466,4.04297754,0.073370409
1994,4,4,902720000,902720,90,,,,,KG,62003,1197678,19.31645243,-1197678,-1,-19.31645243,-1
1995,4,4,902720000,902720,90,,,,,KG,83633,1194865,14.28700393,-1194865,-1,-14.28700393,-1
1996,4,4,902720000,902720,90,KG,16,2048,128,KG,62569,1218641,19.47675366,-1216593,-0.996644518,108.5232463,0.735866797
1997,4,4,902720000,902720,90,KG,200,588,2.94,KG,63359,1100694,17.37233858,-1100106,-0.998932154,-14.43233858,-0.710520776
1998,4,4,902720000,902720,90,KG,402,5066,12.60199005,KG,37354,777621,20.81760989,-772555,-0.987054851,-8.215619845,-0.245832382
1999,4,4,902720000,902720,90,KG,136,1587,11.66911765,KG,47940,888596,18.53558615,-887009,-0.996434441,-6.866468502,-0.227331099
2000,4,4,902720000,902720,90,,,,,KG,45527,675297,14.83289037,-675297,-1,-14.83289037,-1
2001,4,4,902720000,902720,90,KG,891,10488,11.77104377,KG,49785,917522,18.42968766,-907034,-0.977396795,-6.658643886,-0.220479557
2002,4,4,902720000,902720,90,KG,1816,18306,10.08039648,KG,56629,1081431,19.09677021,-1063125,-0.966708404,-9.01637373,-0.309021566
2003,4,4,902720000,902720,90,KG,5985,147531,24.65012531,KG,39882,865005,21.68910787,-717474,-0.708591102,2.961017445,0.063898715
2003,4,4,902720000,902720,90,KG,66571,969117,14.55764522,,,,,969117,1,14.55764522,1
2004,4,4,902720000,902720,90,KG,30156,594205,19.70437061,KG,26283,564752,21.48734924,29453,0.025413367,-1.782978631,-0.04328488
2005,4,4,902720000,902720,90,KG,58856,781480,13.27783064,KG,25667,551120,21.47192894,230360,0.172865076,-8.194098298,-0.235803021
2006,4,4,902720000,902720,90,KG,66571,969117,14.55764522,KG,19524,429491,21.9981049,539626,0.385830769,-7.440459676,-0.203537327
2007,4,4,902720000,902720,90,KG,74064,1120763,15.1323585,KG,28744,501748,17.45574729,619015,0.381516674,-2.323388786,-0.071295607
2008,4,4,902720000,902720,90,KG,70230,1166549,16.61040866,KG,23147,577060,24.93022854,589489,0.338085546,-8.319819882,-0.20028147
2009,4,4,902720000,902720,90,KG,66094,1084356,16.40626986,KG,16951,450044,26.54970208,634312,0.413394161,-10.14343222,-0.236135554
2010,4,4,902720000,902720,90,KG,77706,1254938,16.14982112,KG,22160,467447,21.0941787,787491,0.457209625,-4.94435758,-0.132755816
2011,4,4,902720000,902720,90,KG,54133,943175,17.42329078,KG,38458,906785,23.57857923,36390,0.019670696,-6.155288445,-0.150122139
2012,4,4,902720000,902720,90,KG,42234,841414,19.92266894,KG,50348,1282014,25.46305712,-440600,-0.207494674,-5.540388183,-0.122073362
2013,4,4,902720000,902720,90,KG,37799,901109,23.83949311,KG,41440,1126872,27.19285714,-225763,-0.111324021,-3.353364035,-0.065710555
2014,4,4,902720000,902720,90,KG,40633,980047,24.11948416,KG,47605,2003596,42.08793194,-1023549,-0.343053442,-17.96844778,-0.2713963
2003,4,4,902730000,902730,90,KG,72136,1423033,19.72708495,,,,,1423033,1,19.72708495,1
2005,4,4,902730000,902730,90,,,,,KG,25908,712532,27.50239308,-712532,-1,-27.50239308,-1
2006,4,4,902730000,902730,90,KG,72136,1423033,19.72708495,KG,24615,877405,35.64513508,545628,0.237184397,-15.91805013,-0.287473576
2007,4,4,902730000,902730,90,KG,72644,1108193,15.25512086,KG,24683,754289,30.55904874,353904,0.190017407,-15.30392787,-0.33404355
2008,4,4,902730000,902730,90,KG,68456,797305,11.64697032,KG,32222,966179,29.98507231,-168874,-0.095761572,-18.33810199,-0.440480477
2009,4,4,902730000,902730,90,KG,36609,460711,12.58463766,KG,19114,828735,43.35748666,-368024,-0.285412495,-30.772849,-0.550083669
2010,4,4,902730000,902730,90,KG,73700,626903,8.50614654,KG,25203,1201852,47.68686268,-574949,-0.314393672,-39.18071614,-0.6972525
2011,4,4,902730000,902730,90,KG,29690,472799,15.92452004,KG,27092,1327161,48.98719179,-854362,-0.474656103,-33.06267175,-0.509348326
2012,4,4,902730000,902730,90,KG,27918,459103,16.44469518,KG,29894,1303029,43.58831204,-843926,-0.478923259,-27.14361686,-0.45214488
2013,4,4,902730000,902730,90,KG,38473,1045857,27.18418111,KG,24710,1588518,64.28644274,-542661,-0.205992313,-37.10226162,-0.405619423
2014,4,4,902730000,902730,90,KG,37668,1166867,30.97767336,KG,26032,1895238,72.80416411,-728371,-0.237866108,-41.82649075,-0.403023224
1994,4,4,902730010,902730,90,KG,477,2559,5.364779874,,,,,2559,1,5.364779874,1
1995,4,4,902730010,902730,90,KG,263,1410,5.36121673,,,,,1410,1,5.36121673,1
1996,4,4,902730010,902730,90,KG,226,2332,10.31858407,,,,,2332,1,10.31858407,1
1997,4,4,902730010,902730,90,KG,3055,14528,4.755482815,,,,,14528,1,4.755482815,1
1998,4,4,902730010,902730,90,KG,3112,14955,4.80559126,,,,,14955,1,4.80559126,1
1999,4,4,902730010,902730,90,KG,3198,7855,2.456222639,,,,,7855,1,2.456222639,1
2000,4,4,902730010,902730,90,KG,1581,4912,3.106894371,,,,,4912,1,3.106894371,1
2001,4,4,902730010,902730,90,KG,1053,13404,12.72934473,,,,,13404,1,12.72934473,1
2002,4,4,902730010,902730,90,KG,6658,63103,9.477771102,,,,,63103,1,9.477771102,1
2003,4,4,902730010,902730,90,KG,40203,383197,9.531552372,,,,,383197,1,9.531552372,1
2004,4,4,902730010,902730,90,KG,31292,296740,9.482934935,,,,,296740,1,9.482934935,1
2005,4,4,902730010,902730,90,KG,54413,1799347,33.06832926,,,,,1799347,1,33.06832926,1
2000,4,4,902730090,902730,90,KG,200,553,2.765,,,,,553,1,2.765,1
2001,4,4,902730090,902730,90,KG,820,3869,4.718292683,,,,,3869,1,4.718292683,1
2002,4,4,902730090,902730,90,KG,403,2533,6.285359801,,,,,2533,1,6.285359801,1
2005,4,4,902730090,902730,90,KG,108,2000,18.51851852,,,,,2000,1,18.51851852,1
1994,4,4,902730100,902730,90,,,,,KG,49080,909132,18.52347188,-909132,-1,-18.52347188,-1
1995,4,4,902730100,902730,90,,,,,KG,79041,1190265,15.05883023,-1190265,-1,-15.05883023,-1
1996,4,4,902730100,902730,90,,,,,KG,72100,1084874,15.04679612,-1084874,-1,-15.04679612,-1
1997,4,4,902730100,902730,90,,,,,KG,33182,632065,19.04842987,-632065,-1,-19.04842987,-1
1998,4,4,902730100,902730,90,,,,,KG,25221,537100,21.29574561,-537100,-1,-21.29574561,-1
1999,4,4,902730100,902730,90,,,,,KG,29576,501489,16.95594401,-501489,-1,-16.95594401,-1
2000,4,4,902730100,902730,90,,,,,KG,40049,574369,14.34165647,-574369,-1,-14.34165647,-1
2001,4,4,902730100,902730,90,,,,,KG,47968,728784,15.19312875,-728784,-1,-15.19312875,-1
2002,4,4,902730100,902730,90,,,,,KG,54696,876354,16.02226854,-876354,-1,-16.02226854,-1
2003,4,4,902730100,902730,90,,,,,KG,41277,800275,19.38791579,-800275,-1,-19.38791579,-1
2004,4,4,902730100,902730,90,,,,,KG,34524,962588,27.88170548,-962588,-1,-27.88170548,-1
1994,4,4,902730900,902730,90,,,,,KG,6,297,49.5,-297,-1,-49.5,-1
1999,4,4,902730900,902730,90,,,,,KG,53,1871,35.30188679,-1871,-1,-35.30188679,-1
2001,4,4,902730900,902730,90,,,,,KG,398,16645,41.82160804,-16645,-1,-41.82160804,-1
2003,4,4,902730900,902730,90,,,,,KG,878,34103,38.84168565,-34103,-1,-38.84168565,-1
2004,4,4,902730900,902730,90,,,,,KG,47,5159,109.7659574,-5159,-1,-109.7659574,-1
1994,4,4,902750000,902750,90,KG,60,450,7.5,KG,20271,281729,13.89813033,-281279,-0.996810535,-6.398130334,-0.299004176
1995,4,4,902750000,902750,90,,,,,KG,20971,405070,19.31572171,-405070,-1,-19.31572171,-1
1996,4,4,902750000,902750,90,KG,1911,20396,10.6729461,KG,36405,795749,21.85823376,-775353,-0.950018685,-11.18528766,-0.343832831
1997,4,4,902750000,902750,90,KG,596,8022,13.45973154,KG,39646,863001,21.76766887,-854979,-0.98158028,-8.307937326,-0.235837366
1998,4,4,902750000,902750,90,KG,1259,11955,9.495631454,KG,42319,965066,22.80455587,-953111,-0.97552765,-13.30892442,-0.412038614
1999,4,4,902750000,902750,90,KG,672,3878,5.770833333,KG,79993,1401777,17.52374583,-1397899,-0.994482288,-11.75291249,-0.504534227
2000,4,4,902750000,902750,90,KG,890,7014,7.880898876,KG,98376,1760272,17.89330731,-1753258,-0.992062405,-10.01240843,-0.388466219
2001,4,4,902750000,902750,90,KG,2148,9918,4.617318436,KG,115787,2417537,20.87917469,-2407619,-0.991828479,-16.26185626,-0.637807567
2002,4,4,902750000,902750,90,KG,2515,20194,8.029423459,KG,32760,630563,19.24795482,-610369,-0.937936895,-11.21853136,-0.411276012
2003,4,4,902750000,902750,90,KG,865,10028,11.59306358,KG,41190,828302,20.10929837,-818274,-0.976076247,-8.51623479,-0.268630924
2003,4,4,902750000,902750,90,KG,5883,72351,12.29831719,,,,,72351,1,12.29831719,1
2004,4,4,902750000,902750,90,KG,3225,15134,4.692713178,KG,20095,588503,29.2860413,-573369,-0.949857282,-24.59332813,-0.723785451
2005,4,4,902750000,902750,90,KG,8003,60697,7.584280895,KG,26159,693185,26.49891051,-632488,-0.8389748,-18.91462961,-0.554954769
2006,4,4,902750000,902750,90,KG,5883,72351,12.29831719,KG,20277,742719,36.62864329,-670368,-0.822466782,-24.33032611,-0.497278512
2007,4,4,902750000,902750,90,KG,13918,123488,8.872539158,KG,34109,868847,25.47266117,-745359,-0.751116306,-16.60012202,-0.48333164
2008,4,4,902750000,902750,90,KG,52666,272236,5.169103406,KG,72610,1490458,20.52689712,-1218222,-0.691113716,-15.35779372,-0.597672533
2009,4,4,902750000,902750,90,KG,13346,144914,10.85823468,KG,99721,1894535,18.99835541,-1749621,-0.857889067,-8.140120735,-0.27264067
2010,4,4,902750000,902750,90,KG,28790,170574,5.924765544,KG,94206,2061709,21.88511347,-1891135,-0.847175291,-15.96034793,-0.57390929
2011,4,4,902750000,902750,90,KG,164446,633406,3.851756808,KG,169909,2955445,17.39428164,-2322039,-0.647014602,-13.54252484,-0.637414117
2012,4,4,902750000,902750,90,KG,180082,623011,3.459596184,KG,653879,7843038,11.99463203,-7220027,-0.85282131,-8.53503585,-0.552278362
2013,4,4,902750000,902750,90,KG,137734,574676,4.172361218,KG,715766,9415162,13.15396652,-8840486,-0.884947884,-8.981605302,-0.518379049
2014,4,4,902750000,902750,90,KG,186377,1112748,5.970414804,KG,864603,12381021,14.31989133,-11268273,-0.835072321,-8.349476521,-0.411500766
1995,4,4,902780011,902780,90,KG,155,2332,15.04516129,,,,,2332,1,15.04516129,1
1996,4,4,902780011,902780,90,KG,90,3891,43.23333333,,,,,3891,1,43.23333333,1
1997,4,4,902780011,902780,90,KG,149,4401,29.53691275,,,,,4401,1,29.53691275,1
1998,4,4,902780011,902780,90,KG,739,6987,9.454668471,,,,,6987,1,9.454668471,1
1999,4,4,902780011,902780,90,KG,52,1951,37.51923077,,,,,1951,1,37.51923077,1
2000,4,4,902780011,902780,90,KG,1666,31461,18.88415366,,,,,31461,1,18.88415366,1
2001,4,4,902780011,902780,90,KG,4851,76031,15.67326324,,,,,76031,1,15.67326324,1
2002,4,4,902780011,902780,90,KG,15275,146701,9.603993453,,,,,146701,1,9.603993453,1
2003,4,4,902780011,902780,90,KG,20089,242493,12.07093434,,,,,242493,1,12.07093434,1
2003,4,4,902780011,902780,90,KG,58056,727770,12.53565523,,,,,727770,1,12.53565523,1
2004,4,4,902780011,902780,90,KG,51842,547927,10.56917171,,,,,547927,1,10.56917171,1
2005,4,4,902780011,902780,90,KG,57890,611419,10.56173778,,,,,611419,1,10.56173778,1
2006,4,4,902780011,902780,90,KG,58056,727770,12.53565523,,,,,727770,1,12.53565523,1
2007,4,4,902780011,902780,90,KG,75393,817552,10.84387145,,,,,817552,1,10.84387145,1
2008,4,4,902780011,902780,90,KG,63876,829270,12.98249734,,,,,829270,1,12.98249734,1
2009,4,4,902780011,902780,90,KG,45935,495261,10.7817786,,,,,495261,1,10.7817786,1
2010,4,4,902780011,902780,90,KG,37785,682482,18.06224692,,,,,682482,1,18.06224692,1
2011,4,4,902780011,902780,90,KG,48464,852025,17.58057527,,,,,852025,1,17.58057527,1
2012,4,4,902780011,902780,90,KG,47377,942956,19.90324419,,,,,942956,1,19.90324419,1
2013,4,4,902780011,902780,90,KG,60249,1237948,20.5471958,,,,,1237948,1,20.5471958,1
2014,4,4,902780011,902780,90,KG,59396,1225986,20.64088491,,,,,1225986,1,20.64088491,1
1994,4,4,902780019,902780,90,KG,1210,7015,5.797520661,,,,,7015,1,5.797520661,1
1995,4,4,902780019,902780,90,KG,1706,11088,6.499413834,,,,,11088,1,6.499413834,1
1996,4,4,902780019,902780,90,KG,5076,60902,11.99802994,,,,,60902,1,11.99802994,1
1997,4,4,902780019,902780,90,KG,7416,68802,9.277508091,,,,,68802,1,9.277508091,1
1998,4,4,902780019,902780,90,KG,1733,28231,16.29024812,,,,,28231,1,16.29024812,1
1999,4,4,902780019,902780,90,KG,68,2453,36.07352941,,,,,2453,1,36.07352941,1
2000,4,4,902780019,902780,90,KG,14699,90822,6.178787673,,,,,90822,1,6.178787673,1
2001,4,4,902780019,902780,90,KG,27271,167893,6.156466576,,,,,167893,1,6.156466576,1
